WKT,nama,deskripsi
"POINT (106.7942405 -6.4024844)",Depok,
"POLYGON ((106.7790507 -6.3167552, 106.770165 -6.3563135, 106.7598653 -6.3546074, 106.7602086 -6.3614317, 106.7196965 -6.3610905, 106.7162633 -6.3812214, 106.7186666 -6.3907748, 106.7269063 -6.409881, 106.7327428 -6.4194339, 106.7293096 -6.4252337, 106.7327428 -6.4310335, 106.7327428 -6.4453622, 106.7375493 -6.4467268, 106.7519689 -6.445021, 106.7828679 -6.4508206, 106.7883611 -6.4409271, 106.792481 -6.4480914, 106.8075872 -6.4545732, 106.8268132 -6.449456, 106.8213201 -6.4668543, 106.8316198 -6.4702657, 106.8374562 -6.4668543, 106.8374562 -6.4566201, 106.8426061 -6.454232, 106.8529058 -6.466172, 106.856339 -6.4637841, 106.8583989 -6.4579846, 106.8731618 -6.4576435, 106.8807149 -6.4586669, 106.8848348 -6.4443387, 106.8769384 -6.4446798, 106.8865514 -6.434104, 106.8937612 -6.4252337, 106.9023442 -6.4105634, 106.9229436 -6.3631377, 106.9126033 -6.3652088, 106.9067668 -6.3600906, 106.9023036 -6.368962, 106.8837642 -6.370668, 106.8752217 -6.3607493, 106.8700719 -6.3593844, 106.8717479 -6.352584, 106.8628215 -6.3563373, 106.8546224 -6.3529014, 106.8490886 -6.3365466, 106.8381022 -6.3467833, 106.8360423 -6.3546313, 106.8181895 -6.3546313, 106.8120504 -6.3641613, 106.7934703 -6.3648676, 106.7917537 -6.349513, 106.7996501 -6.3423474, 106.7989634 -6.335523, 106.8099498 -6.3157315, 106.7790507 -6.3167552))",Kota Administrasi Depok, Jawa Barat,
